text,intent
"Identify differences between the proposed and executed lease terms. In addition, please highlight changes in the lease amendment focused on rent adjustments.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
Summarize could you the changes from the latest amendment to the original lease for the grandview tower property.,Intent_Amendment_Abstraction
Compare broker packages the focusing on financial metrics.,Intent_Sales_Listings_Comparison
"Hey, i'm reviewing the lease on the 3rd avenue property. can you examine if there are any red flags—like missing indemnity clauses or unfavorable assignment terms?",Intent_Clause_Protect
Please extract all deadline dates the purchase agreement from - we need to track every step.,Intent_Transaction_Date_navigator
Research the development firm before we with proceed negotiations.,Intent_Company_research
"Could you do a background check on Wexford Corp before agreement. we proceed? I'm particularly interested in any public disputes or bankruptcies in the past 5 years. Furthermore, check if there are adequate tenant protections in this lease",Intent_Company_research;Intent_Clause_Protect
"Compare the negotiated lease with our original letter of intent. besides that, kindly highlight changes in the lease amendment focused on rent adjustments.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
"We have three broker sales packages for the 42nd St building. Can you give me a side-by-side summary of pricing, cap rate, and avg. PSF? And after that, research the development firm before we proceed with negotiations.",Intent_Sales_Listings_Comparison;Intent_Company_research
"Research the landlord's company - any litigation or financial issues? Plus, check if there are adequate tenant protections in this lease agreement.",Intent_Company_research;Intent_Clause_Protect
"Must have due diligence on the tenant's corporate background and stability. moreover, review the lease for any problematic clauses - particularly around liability and insurance.",Intent_Company_research;Intent_Clause_Protect
"Investigate the property management company's track record. Additionally, check if there are adequate tenant protections in this lease agreement.",Intent_Company_research;Intent_Clause_Protect
"Identify differences between the proposed and executed lease terms. Furthermore, what modifications were made in the latest lease amendment?",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
Please highlight changes in the lease amendment focused rent on adjustments.,Intent_Amendment_Abstraction
"We have three broker sales packages the 42nd St building. Can for you give me a side-by-side summary of pricing, cap rate, and avg. PSF?",Intent_Sales_Listings_Comparison
"What terms were added or changed during lease negotiations? Furthermore, compare the amendment against the base lease to show differences.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
Analyze these three listings value. for the best investment,Intent_Sales_Listings_Comparison
"Hey, I'm reviewing the on the 3rd Avenue property. Can you check lease if there are any red flags—like missing indemnity clauses or unfavorable assignment terms?",Intent_Clause_Protect
"I to need see all modifications made from LOI to final execution. Besides that, extract the new terms from amendment #2 to the original agreement.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
"Analyze these three listings for the best investment value. Additionally, research the landlord's company - any litigation or financial issues?",Intent_Sales_Listings_Comparison;Intent_Company_research
"Help me organize all the transaction dates for the retail space deal in downtown. In addition, please flag any missing or weak indemnification clauses in the lease.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
"Give me the best lease terms among these available spaces. on top of that, investigate the property management company's track record.",Intent_Lease_Listings_Comparison;Intent_Company_research
"Hey, reviewing I'm the lease on the 3rd Avenue property. Can you check if there are any red flags—like missing indemnity clauses or unfavorable assignment terms?",Intent_Clause_Protect
"Analyze the different sales packages for the commercial building. While we're at it, investigate the property management company's track record.",Intent_Sales_Listings_Comparison;Intent_Company_research
The could you flag any missing or weak indemnification clauses in lease.,Intent_Clause_Protect
"Give me the best lease terms among these available spaces. furthermore, examine if there are any red about flags this real estate company.",Intent_Lease_Listings_Comparison;Intent_Company_research
"Compare the signed lease to the LOI we submitted last month. I want to know what terms got changed or added, especially around TI allowances. While we're at it, summarize what changed in the recent lease amendment.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
Compare the lease listings we received for Midtown West. most Looking to identify which has the favorable terms per sq ft.,Intent_Lease_Listings_Comparison
"Hey, I'm reviewing the lease on the 3rd Avenue property. Can you check if there are any red flags—like indemnity missing clauses or unfavorable assignment terms?",Intent_Clause_Protect
Must have due on the tenant's diligence corporate background and stability.,Intent_Company_research
"Compare the three property listings - pricing, cap and rates, PSF analysis.",Intent_Sales_Listings_Comparison
"Compare the three property listings - pricing, cap analysis. rates, and PSF",Intent_Sales_Listings_Comparison
"We have three broker sales packages for 42nd St building. the Can you give me a side-by-side summary of pricing, cap rate, and avg. PSF? Also, investigate the property management company's track record.",Intent_Sales_Listings_Comparison;Intent_Company_research
"Analyze these three listings for the best investment Besides that, investigate the property management company's track record. value.",Intent_Sales_Listings_Comparison;Intent_Company_research
"Research the development firm before we proceed with negotiations. Plus, identify any unfavorable terms that could affect our liability exposure.",Intent_Company_research;Intent_Clause_Protect
Help me organize all the transaction dates the retail space deal in downtown. for,Intent_Transaction_Date_navigator
"Compare available office spaces - rates and lease analysis. terms Also, investigate the property management company's track record.",Intent_Lease_Listings_Comparison;Intent_Company_research
"Compare the negotiated lease with our original letter of intent. Plus, extract the new terms from amendment #2 to the original agreement.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
Kindly flag any missing weak or indemnification clauses in the lease.,Intent_Clause_Protect
"Require a timeline for key dates in the property all closing - escrow, inspections, and final walkthrough.",Intent_Transaction_Date_navigator
Compare office spaces available - rates and lease terms analysis.,Intent_Lease_Listings_Comparison
"Extract the key financial terms from this lease - rent, escalations, and fees. while we're at it, kindly flag any missing or weak indemnification clauses in the lease.",Intent_Lease_Abstraction;Intent_Clause_Protect
Research the landlord's company - litigation or any financial issues?,Intent_Company_research
"Key require a timeline for all dates in the property closing - escrow, inspections, and final walkthrough.",Intent_Transaction_Date_navigator
"What are the critical dates we require to monitor for the office building acquisition? and after that, i'm concerned about the penalty clauses in section 7 - could you review.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
I need to see all modifications made from LOI to execution. final,Intent_Comparison_LOI_Lease
Analyze the different sales packages for commercial the building.,Intent_Sales_Listings_Comparison
"Compare the negotiated lease with our original letter of intent. While we're at it, what modifications were made in the latest lease amendment?",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
"Need a timeline dates for all key in the property closing - escrow, inspections, and final walkthrough.",Intent_Transaction_Date_navigator
"Create a summary the of warehouse lease highlighting critical terms. While we're at it, identify any unfavorable terms that could affect our liability exposure.",Intent_Lease_Abstraction;Intent_Clause_Protect
"Pull out all important dates and financial obligations from this lease. also, i'm concerned about the penalty clauses in section 7 could you - review.",Intent_Lease_Abstraction;Intent_Clause_Protect
"Hi team, Can you pull together a schedule of important dates for the escrow process on the 125 King St deal? We're especially concerned with closing and due diligence periods. Thanks! Furthermore, check if there are adequate tenant protections in this lease agreement.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
I to see all modifications made from LOI to final execution. need,Intent_Comparison_LOI_Lease
Require a abstract of the complete office lease focusing on term and rent details.,Intent_Lease_Abstraction
"Research the development firm before we proceed with negotiations. identify And after that, any unfavorable terms that could affect our liability exposure.",Intent_Company_research;Intent_Clause_Protect
"Pull out all important dates and financial obligations from this lease. Furthermore, identify any unfavorable terms that could affect our liability exposure.",Intent_Lease_Abstraction;Intent_Clause_Protect
the different sales packages for Analyze the commercial building.,Intent_Sales_Listings_Comparison
"Can you develop a schedule of important milestones for the real estate transaction? plus, could you flag any missing or weak indemnification clauses in the lease.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
"Extract the key financial terms from this lease - rent, escalations, fees. and",Intent_Lease_Abstraction
Could you a do background review on wexford corp before we proceed? i'm particularly interested in any public disputes or bankruptcies in the past 5 years.,Intent_Company_research
Due diligence on the tenant's corporate background must have and stability.,Intent_Company_research
"Analyze the warehouse lease options for the most favorable conditions. also, must have due diligence on the tenant's corporate background and stability.",Intent_Lease_Listings_Comparison;Intent_Company_research
Examine if there are adequate tenant protections in this lease agreement.,Intent_Clause_Protect
"What terms were added or changed during lease negotiations? in addition, kindly highlight changes in the lease amendment focused on adjustments. rent",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
Please flag any missing or weak indemnification clauses the in lease.,Intent_Clause_Protect
"Must have a side-by-side comparison of these investment opportunities. while we're at it, research the proceed development firm before we with negotiations.",Intent_Sales_Listings_Comparison;Intent_Company_research
Review there if are adequate tenant protections in this lease agreement.,Intent_Clause_Protect
"We have three broker sales packages for the 42nd St building. PSF? Can you give me a side-by-side summary of pricing, cap rate, and avg.",Intent_Sales_Listings_Comparison
Please lease highlight changes in the amendment focused on rent adjustments.,Intent_Amendment_Abstraction
"Make a summary of the warehouse lease highlighting critical terms. besides that, i'm concerned about the penalty clauses in section 7 - kindly review.",Intent_Lease_Abstraction;Intent_Clause_Protect
"Compare available office spaces - rates and lease terms analysis. Plus, check if there are any red flags about this real estate company.",Intent_Lease_Listings_Comparison;Intent_Company_research
"Research the landlord's company - any litigation or financial issues? Besides that, review the lease for any problematic clauses - particularly around liability and insurance.",Intent_Company_research;Intent_Clause_Protect
Check if there are adequate tenant protections agreement. in this lease,Intent_Clause_Protect
"Please abstract the lease for the Johnson and project (PDF attached). We need to know the base rent, commencement expiry dates, renewal options, and escalation schedule.",Intent_Lease_Abstraction
Could you do background check on Wexford Corp before we proceed? I'm particularly interested in any public a disputes or bankruptcies in the past 5 years.,Intent_Company_research
"Hi team, Can you pull together a schedule of We're important dates for the escrow process on the 125 King St deal? especially concerned with closing and due diligence periods. Thanks!",Intent_Transaction_Date_navigator
Analyze three listings for the these best investment value.,Intent_Sales_Listings_Comparison
the development firm before we Research proceed with negotiations.,Intent_Company_research
Show LOI me what changed between our and the final lease agreement.,Intent_Comparison_LOI_Lease
"Pull out all important dates and financial obligations from this lease. and after that, review if there are adequate tenant protections in this lease agreement.",Intent_Lease_Abstraction;Intent_Clause_Protect
"What are the critical dates we need to monitor for the office building acquisition? While we're at it, review the lease for any problematic clauses - particularly around liability and insurance.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
"What terms were added or during lease negotiations? Moreover, what modifications were made in the latest lease amendment? changed",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
"I must have to see all modifications made from loi to final execution. plus, compare the amendment against the base lease to provide differences.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
"Compare the signed lease to the LOI we submitted last month. I want to know what terms got or changed added, especially around TI allowances.",Intent_Comparison_LOI_Lease
Compare these commercial - lease opportunities rates and concessions.,Intent_Lease_Listings_Comparison
"Compare the lease listings we received for Midtown West. Looking to identify which has the most terms favorable per sq ft. Also, investigate the property management company's track record.",Intent_Lease_Listings_Comparison;Intent_Company_research
"Help me organize all the transaction dates for the retail space deal in downtown. On top of that, review the lease for any problematic clauses - particularly around liability and insurance.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
"We have three broker sales packages for the 42nd St building. Can give me a side-by-side summary of pricing, you cap rate, and avg. PSF?",Intent_Sales_Listings_Comparison
Must have a complete abstract of the office focusing lease on term and rent details.,Intent_Lease_Abstraction
"Please summarize review the main provisions of the retail lease agreement. Additionally, the lease for any problematic clauses - particularly around liability and insurance.",Intent_Lease_Abstraction;Intent_Clause_Protect
a complete abstract of the office lease focusing on Need term and rent details.,Intent_Lease_Abstraction
"Kindly extract all deadline dates from the purchase agreement - we require to track every step. and after that, review the lease for any problematic clauses - particularly around liability and insurance.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
Compare the lease listings we the received for Midtown West. Looking to identify which has most favorable terms per sq ft.,Intent_Lease_Listings_Comparison
Need due diligence on corporate the tenant's background and stability.,Intent_Company_research
"Need due diligence on the tenant's corporate background and stability. Besides that, review the lease for any problematic clauses - particularly around liability and insurance.",Intent_Company_research;Intent_Clause_Protect
Kindly summarize the main provisions of lease the retail agreement.,Intent_Lease_Abstraction
"the key financial terms from this lease - rent, escalations, and Extract fees.",Intent_Lease_Abstraction
"We three broker sales packages for the 42nd St building. Can you give me a side-by-side summary of pricing, cap rate, and avg. PSF? have",Intent_Sales_Listings_Comparison
"Check if there are any red flags about this real estate company. Furthermore, check if there are adequate tenant protections in this lease agreement.",Intent_Company_research;Intent_Clause_Protect
"What are the critical dates we need to monitor for the office building acquisition? While we're at it, check if there are adequate tenant protections in this lease agreement.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
"What terms were added or changed during lease negotiations? Moreover, extract the new terms from amendment #2 to the original agreement.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
"We have three broker sales packages for the 42nd St building. Can you give me a side-by-side summary of pricing, cap rate, and avg. PSF? Moreover, research the development firm before we proceed with negotiations.",Intent_Sales_Listings_Comparison;Intent_Company_research
"Need a timeline for all key dates in the property closing - escrow, inspections, and final walkthrough. Plus, identify any unfavorable terms that could affect our liability exposure.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
"Show me what changed between our LOI and the final lease agreement. While we're at it, summarize what changed in the recent lease amendment.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
"Hi team, can you pull together a schedule of important dates for the escrow process on the 125 king st deal? we're especially concerned with closing and due diligence periods. thanks! while we're at it, kindly flag any missing or indemnification weak clauses in the lease.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
"We have three broker sales packages for the 42nd St building. Can you give me a side-by-side summary of pricing, cap rate, and avg. PSF? In addition, research litigation the landlord's company - any or financial issues?",Intent_Sales_Listings_Comparison;Intent_Company_research
Could you do a bankruptcies background check on Wexford Corp before we proceed? I'm particularly interested in any public disputes or in the past 5 years.,Intent_Company_research
"Create a summary of the warehouse lease highlighting critical terms. And after that, i'm concerned about the penalty clauses in section 7 - please review.",Intent_Lease_Abstraction;Intent_Clause_Protect
Please summarize changes from the the latest amendment to the original lease for the Grandview Tower property.,Intent_Amendment_Abstraction
Need a side-by-side of these comparison investment opportunities.,Intent_Sales_Listings_Comparison
"Investigate the property management company's track record. Plus, identify any unfavorable terms that could affect our liability exposure.",Intent_Company_research;Intent_Clause_Protect
"Pull out all important dates and financial obligations from this lease. And after that, review the lease for any problematic clauses - particularly around liability and insurance.",Intent_Lease_Abstraction;Intent_Clause_Protect
"Hey, I'm reviewing the lease on 3rd Avenue property. Can you check if there are any red flags—like missing indemnity clauses the or unfavorable assignment terms?",Intent_Clause_Protect
"Hey, reviewing the lease on the 3rd Avenue property. Can you check if there are any red flags—like missing indemnity clauses or unfavorable I'm assignment terms?",Intent_Clause_Protect
Please extract all deadline dates from the purchase agreement - we to track every need step.,Intent_Transaction_Date_navigator
"Compare the broker packages focusing on financial metrics. plus, review if there are any red flags about this real estate company.",Intent_Sales_Listings_Comparison;Intent_Company_research
Examine there are any red flags about this if real estate company.,Intent_Company_research
"We have three broker sales packages for the 42nd St building. Can you give me a side-by-side summary of pricing, cap rate, and avg. PSF? Also, check if there are red any flags about this real estate company.",Intent_Sales_Listings_Comparison;Intent_Company_research
"Research landlord's the company - any litigation or financial issues? while we're at it, i'm concerned about the penalty clauses in section 7 - kindly review.",Intent_Company_research;Intent_Clause_Protect
"Need a side-by-side comparison these of investment opportunities. Besides that, research the development firm before we proceed with negotiations.",Intent_Sales_Listings_Comparison;Intent_Company_research
Could you do a background examine on wexford corp before we proceed? i'm particularly interested in any disputes or bankruptcies in the past 5 years. public,Intent_Company_research
Could you highlight changes in the lease amendment on focused rent adjustments.,Intent_Amendment_Abstraction
Analyze three listings for the best investment value. these,Intent_Sales_Listings_Comparison
Kindly summarize the changes from the latest amendment to the original lease for the tower grandview property.,Intent_Amendment_Abstraction
I need to all modifications made from see LOI to final execution.,Intent_Comparison_LOI_Lease
"What terms were added or changed during lease negotiations? On top of that, summarize what changed in the lease recent amendment.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
"Give me what changed between our loi and the final lease agreement. additionally, compare the amendment against the base lease to give differences.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
Could you do a check on Wexford background Corp before we proceed? I'm particularly interested in any public disputes or bankruptcies in the past 5 years.,Intent_Company_research
If there are verify adequate tenant protections in this lease agreement.,Intent_Clause_Protect
"Compare the broker packages focusing on financial metrics. besides that, must have due diligence on the tenant's corporate background and stability.",Intent_Sales_Listings_Comparison;Intent_Company_research
"and Extract the key financial terms from this lease - rent, escalations, fees.",Intent_Lease_Abstraction
Could you a do background examine on wexford corp before we proceed? i'm particularly interested in any public disputes or bankruptcies in the past 5 years.,Intent_Company_research
"Extract the key financial terms this from lease - rent, escalations, and fees. While we're at it, please flag any missing or weak indemnification clauses in the lease.",Intent_Lease_Abstraction;Intent_Clause_Protect
"Compare the lease listings we received for Midtown West. Looking to identify which has the most favorable terms per sq ft. Furthermore, check if red there are any flags about this real estate company.",Intent_Lease_Listings_Comparison;Intent_Company_research
If there are adequate tenant protections in this verify lease agreement.,Intent_Clause_Protect
"Analyze these three listings for the best investment value. Moreover, research the development firm before we proceed with negotiations.",Intent_Sales_Listings_Comparison;Intent_Company_research
"Hi team, Can you pull together a schedule of important dates for the escrow process on the 125 King St deal? We're especially missing concerned with closing and due diligence periods. Thanks! While we're at it, please flag any or weak indemnification clauses in the lease.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
Identify unfavorable terms that could affect any our liability exposure.,Intent_Clause_Protect
"Compare the lease to the LOI we submitted last month. I want to know what terms got changed or signed added, especially around TI allowances.",Intent_Comparison_LOI_Lease
"these commercial lease opportunities - rates and concessions. Plus, research the development firm before we proceed with negotiations. Compare",Intent_Lease_Listings_Comparison;Intent_Company_research
Compare the amendment against the lease to show base differences.,Intent_Amendment_Abstraction
I to see all modifications made from need LOI to final execution.,Intent_Comparison_LOI_Lease
"Need a timeline property for all key dates in the closing - escrow, inspections, and final walkthrough.",Intent_Transaction_Date_navigator
"Need a timeline for all key dates in the property closing - escrow, walkthrough. inspections, and final",Intent_Transaction_Date_navigator
"Extract the key financial terms from this lease - rent, escalations, and fees. Additionally, please highlight changes in the lease amendment focused on rent adjustments.",Intent_Lease_Abstraction;Intent_Amendment_Abstraction
Please summarize the changes from the latest amendment to Grandview the original lease for the Tower property.,Intent_Amendment_Abstraction
"Need a timeline for all key dates in the property closing - escrow, inspections, and final walkthrough. Moreover, review the lease for any problematic clauses - particularly around liability and insurance.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
Verify are if there any red flags about this real estate company.,Intent_Company_research
"Compare the three property listings pricing, cap rates, and PSF analysis. -",Intent_Sales_Listings_Comparison
"Analyze the different sales packages for the commercial building. additionally, require due diligence on the tenant's corporate background and stability.",Intent_Sales_Listings_Comparison;Intent_Company_research
summarize the changes from the latest amendment to the original Please lease for the Grandview Tower property.,Intent_Amendment_Abstraction
Please summarize the changes from the latest amendment to the lease for the Grandview Tower property. original,Intent_Amendment_Abstraction
"differences between the proposed and executed lease terms. Furthermore, summarize what changed in the recent lease Identify amendment.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
Can you a schedule of important milestones for the create real estate transaction?,Intent_Transaction_Date_navigator
Need a comparison side-by-side of these investment opportunities.,Intent_Sales_Listings_Comparison
"Analyze the different sales packages for the commercial building. And after that, need due diligence on the tenant's corporate background and stability.",Intent_Sales_Listings_Comparison;Intent_Company_research
"Compare available office spaces - rates and lease terms analysis. Plus, check if there are any red flags about this real estate company.",Intent_Lease_Listings_Comparison;Intent_Company_research
A complete abstract of the office lease require focusing on term and rent details.,Intent_Lease_Abstraction
"Which of these retail spaces offers the best lease terms? in addition, must have due diligence on the tenant's corporate background and stability.",Intent_Lease_Listings_Comparison;Intent_Company_research
Could you highlight changes in the lease focused amendment on rent adjustments.,Intent_Amendment_Abstraction
"Need a timeline for key dates in the property closing - escrow, inspections, and final walkthrough. all",Intent_Transaction_Date_navigator
"Compare the signed lease to the LOI we submitted last month. I to know want what terms got changed or added, especially around TI allowances. And after that, extract the new terms from amendment #2 to the original agreement.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
Can transaction? you make a schedule of important milestones for the real estate,Intent_Transaction_Date_navigator
Could you do a background check on Wexford Corp before we proceed? I'm particularly in any public disputes or bankruptcies in the past interested 5 years.,Intent_Company_research
"Can you create a schedule of milestones important for the real estate transaction? Additionally, please flag any missing or weak indemnification clauses in the lease.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
"Hey, i'm reviewing the lease on the 3rd avenue property. can you verify if there are any red flags—like indemnity clauses or unfavorable missing assignment terms?",Intent_Clause_Protect
"Please abstract the lease for the Johnson project (PDF attached). We need to know the base rent, commencement and expiry dates, renewal options, and escalation schedule. Additionally, check if there are adequate tenant protections in this lease agreement.",Intent_Lease_Abstraction;Intent_Clause_Protect
"I require to see all modifications made from loi to final execution. also, extract the new terms from amendment #2 to the original agreement.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
"Show me what changed between our LOI and the final lease agreement. On top of that, compare the amendment against the base lease to show differences.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
Need background due diligence on the tenant's corporate and stability.,Intent_Company_research
"Analyze the different packages for the commercial building. Furthermore, research sales the development firm before we proceed with negotiations.",Intent_Sales_Listings_Comparison;Intent_Company_research
Could you do a background check on Wexford Corp before proceed? I'm particularly interested in any public disputes or bankruptcies in the past we 5 years.,Intent_Company_research
"We have three broker sales packages for the 42nd St building. Can you give me a side-by-side summary of pricing, cap rate, and avg. PSF? Also, need due diligence on the tenant's corporate background and stability.",Intent_Sales_Listings_Comparison;Intent_Company_research
"Identify differences between the proposed and executed lease terms. also, could you highlight changes in the lease amendment focused on rent adjustments.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
Need a abstract of the office complete lease focusing on term and rent details.,Intent_Lease_Abstraction
"Compare the three property listings - pricing, cap rates, and PSF analysis. Besides that, research the development firm before we proceed with negotiations.",Intent_Sales_Listings_Comparison;Intent_Company_research
"Develop a summary of the warehouse lease highlighting critical terms. also, i'm concerned about the penalty clauses in section 7 - kindly review.",Intent_Lease_Abstraction;Intent_Clause_Protect
Could you do a background check on Wexford Corp before we proceed? I'm particularly interested any public in disputes or bankruptcies in the past 5 years.,Intent_Company_research
"Compare these commercial lease opportunities - rates and concessions. while we're at it, examine if there are any red flags about this real estate company.",Intent_Lease_Listings_Comparison;Intent_Company_research
"What terms were added or changed during lease negotiations? On top of that, extract the new terms from #2 to amendment the original agreement.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
I'm concerned about the clauses in section 7 penalty - please review.,Intent_Clause_Protect
"Please abstract the lease for the Johnson project (PDF attached). We need to know the base rent, commencement and expiry dates, renewal options, and escalation schedule. Besides that, check if there are adequate tenant protections in this lease agreement.",Intent_Lease_Abstraction;Intent_Clause_Protect
"Help me organize all any the transaction dates for the retail space deal in downtown. In addition, review the lease for problematic clauses - particularly around liability and insurance.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
Check if there tenant are adequate protections in this lease agreement.,Intent_Clause_Protect
Kindly any missing or flag weak indemnification clauses in the lease.,Intent_Clause_Protect
"Compare the three property listings analysis. - pricing, cap rates, and PSF",Intent_Sales_Listings_Comparison
"Kindly abstract the lease for the johnson project (pdf attached). we must have to know the base rent, commencement and expiry dates, renewal options, and escalation schedule. and after that, extract the new terms from amendment #2 to the original agreement.",Intent_Lease_Abstraction;Intent_Amendment_Abstraction
"Compare the signed lease to the we submitted last month. I want to know what terms got LOI changed or added, especially around TI allowances.",Intent_Comparison_LOI_Lease
Analyze the warehouse lease options the for most favorable conditions.,Intent_Lease_Listings_Comparison
"Compare cap the three property listings - pricing, rates, and PSF analysis. Plus, check if there are any red flags about this real estate company.",Intent_Sales_Listings_Comparison;Intent_Company_research
"Create a summary of the warehouse lease highlighting critical terms. Besides that, i'm concerned about the penalty clauses in section 7 - please review.",Intent_Lease_Abstraction;Intent_Clause_Protect
I'm in concerned about the penalty clauses section 7 - please review.,Intent_Clause_Protect
"Need a complete abstract of the office lease focusing on term and rent On details. top of that, please flag any missing or weak indemnification clauses in the lease.",Intent_Lease_Abstraction;Intent_Clause_Protect
the different sales packages for the commercial Analyze building.,Intent_Sales_Listings_Comparison
What are the critical we need to monitor for the office dates building acquisition?,Intent_Transaction_Date_navigator
"We have three broker sales packages St for the 42nd building. Can you give me a side-by-side summary of pricing, cap rate, and avg. PSF?",Intent_Sales_Listings_Comparison
"Compare the three property listings - pricing, cap rates, and psf analysis. besides that, verify if there are any red flags about this real estate company.",Intent_Sales_Listings_Comparison;Intent_Company_research
"Compare these commercial lease opportunities - rates and concessions. While we're at it, research the development firm before we proceed with negotiations.",Intent_Lease_Listings_Comparison;Intent_Company_research
"Extract the key financial terms from this lease - rent, escalations, and fees. While we're at it, review the lease for any problematic clauses - particularly around liability and insurance.",Intent_Lease_Abstraction;Intent_Clause_Protect
"Need a complete abstract of the office lease focusing on term and rent details. Also, extract the new terms from amendment #2 to the original agreement.",Intent_Lease_Abstraction;Intent_Amendment_Abstraction
our Compare the negotiated lease with original letter of intent.,Intent_Comparison_LOI_Lease
Review the lease for any problematic liability clauses - particularly around and insurance.,Intent_Clause_Protect
Compare available office spaces rates - and lease terms analysis.,Intent_Lease_Listings_Comparison
Identify unfavorable terms that could affect our any liability exposure.,Intent_Clause_Protect
"Compare the three property listings - cap pricing, rates, and PSF analysis.",Intent_Sales_Listings_Comparison
"What terms were added or changed during lease negotiations? moreover, compare the amendment against the base lease to give differences.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
of Need a complete abstract the office lease focusing on term and rent details.,Intent_Lease_Abstraction
Analyze these three listings for value. the best investment,Intent_Sales_Listings_Comparison
Need a abstract of the office lease focusing on term complete and rent details.,Intent_Lease_Abstraction
Check if there are any red flags about company. this real estate,Intent_Company_research
"Need a timeline walkthrough. for all key dates in the property closing - escrow, inspections, and final",Intent_Transaction_Date_navigator
Identify differences between the proposed executed lease and terms.,Intent_Comparison_LOI_Lease
Compare these commercial lease - rates opportunities and concessions.,Intent_Lease_Listings_Comparison
"Extract the key financial terms from this lease - rent, escalations, and fees. Also, i'm concerned about the penalty clauses in section 7 - please review.",Intent_Lease_Abstraction;Intent_Clause_Protect
"Require due diligence on the tenant's corporate background and stability. moreover, review if there are adequate tenant protections in this lease agreement.",Intent_Company_research;Intent_Clause_Protect
A side-by-side comparison must have of these investment opportunities.,Intent_Sales_Listings_Comparison
Analyze the lease options for the warehouse most favorable conditions.,Intent_Lease_Listings_Comparison
"Must have a complete abstract of the office lease focusing on term and rent details. furthermore, identify any unfavorable terms that could affect our liability exposure.",Intent_Lease_Abstraction;Intent_Clause_Protect
Create a warehouse summary of the lease highlighting critical terms.,Intent_Lease_Abstraction
Compare available office - rates and lease terms spaces analysis.,Intent_Lease_Listings_Comparison
Require side-by-side a comparison of these investment opportunities.,Intent_Sales_Listings_Comparison
"Identify differences between the proposed and lease executed terms. Moreover, what modifications were made in the latest lease amendment?",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
"Hi team, Can you pull together a schedule of important dates Thanks! for the escrow process on the 125 King St deal? We're especially concerned with closing and due diligence periods.",Intent_Transaction_Date_navigator
Extract new terms from Amendment #2 to the original agreement. the,Intent_Amendment_Abstraction
Compare the amendment against base lease to the give differences.,Intent_Amendment_Abstraction
"Hi team, you pull Can together a schedule of important dates for the escrow process on the 125 King St deal? We're especially concerned with closing and due diligence periods. Thanks! Plus, review the lease for any problematic clauses - particularly around liability and insurance.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
"Analyze the warehouse lease options for the most favorable conditions. furthermore, examine if there are any red flags this real estate about company.",Intent_Lease_Listings_Comparison;Intent_Company_research
I must have to see all execution. modifications made from loi to final,Intent_Comparison_LOI_Lease
"We have three broker sales for the 42nd St packages building. Can you give me a side-by-side summary of pricing, cap rate, and avg. PSF?",Intent_Sales_Listings_Comparison
need to see all modifications made from I LOI to final execution.,Intent_Comparison_LOI_Lease
"Compare the signed lease to the LOI we submitted last month. I want know to what terms got changed or added, especially around TI allowances.",Intent_Comparison_LOI_Lease
the Compare amendment against the base lease to show differences.,Intent_Amendment_Abstraction
"Need a timeline for all key dates in the property closing - escrow, inspections, and final walkthrough. review the lease for any problematic clauses Moreover, - particularly around liability and insurance.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
